日期,标的,数量,收盘价/结算价,市值/价值,盈亏/逐笔浮盈,开仓均价,当日盈亏,今手数,仓位占比
2012/3/14,上汽集团(600104.XSHG),1300股,15.22,19786,3289,12.69,-780,0股,18.14%
2012/3/14,名流置业(000667.XSHE),11500股,2.33,26795,1321,2.22,-1265,0股,24.56%
2012/3/14,酒钢宏兴(600307.XSHG),5000股,4.32,21600,3466,3.63,-200,0股,19.80%
2012/3/14,兴蓉投资(000598.XSHE),1400股,8.71,12194,-686,9.2,-602,0股,11.18%
2012/3/14,Cash,,,553.15,,,,,
2012/3/15,金融街(000402.XSHE),4400股,6.28,27632,1500.94,5.94,-528,0股,26.10%
2012/3/15,上汽集团(600104.XSHG),1300股,14.81,19253,2756,12.69,-533,0股,18.18%
2012/3/15,名流置业(000667.XSHE),11500股,2.27,26105,631,2.22,-690,0股,24.66%
2012/3/15,酒钢宏兴(600307.XSHG),5000股,4.11,20550,2416,3.63,-1050,0股,19.41%
2012/3/15,兴蓉投资(000598.XSHE),1400股,8.42,11788,-1092,9.2,-406,0股,11.13%
2012/3/15,Cash,,,553.15,,,,,
2012/3/16,金融街(000402.XSHE),4400股,6.34,27896,1764.94,5.94,264,0股,26.02%
2012/3/16,上汽集团(600104.XSHG),1300股,15.15,19695,3198,12.69,442,0股,18.37%
2012/3/16,名流置业(000667.XSHE),11500股,2.31,26565,1091,2.22,460,0股,24.78%
2012/3/16,酒钢宏兴(600307.XSHG),5000股,4.11,20550,2416,3.63,0,0股,19.17%
2012/3/16,兴蓉投资(000598.XSHE),1400股,8.54,11956,-924,9.2,168,0股,11.15%
2012/3/16,Cash,,,553.15,,,,,
2012/3/19,金融街(000402.XSHE),4400股,6.32,27808,1676.94,5.94,-88,0股,25.87%
2012/3/19,上汽集团(600104.XSHG),1300股,14.91,19383,2886,12.69,-312,0股,18.03%
2012/3/19,名流置业(000667.XSHE),11500股,2.32,26680,1206,2.22,115,0股,24.82%
2012/3/19,酒钢宏兴(600307.XSHG),5000股,4.21,21050,2916,3.63,500,0股,19.58%
2012/3/19,兴蓉投资(000598.XSHE),1400股,8.59,12026,-854,9.2,70,0股,11.19%
2012/3/19,Cash,,,553.15,,,,,
2012/3/20,金融街(000402.XSHE),4400股,6.34,27896,1764.94,5.94,88,0股,26.26%
2012/3/20,上汽集团(600104.XSHG),1300股,14.35,18655,2158,12.69,-728,0股,17.56%
2012/3/20,名流置业(000667.XSHE),11500股,2.29,26335,861,2.22,-345,0股,24.79%
2012/3/20,酒钢宏兴(600307.XSHG),5000股,4.2,21000,2866,3.63,-50,0股,19.77%
2012/3/20,兴蓉投资(000598.XSHE),1400股,8.41,11774,-1106,9.2,-252,0股,11.09%
2012/3/20,Cash,,,553.15,,,,,
2012/3/21,金融街(000402.XSHE),4400股,6.29,27676,1544.94,5.94,-220,0股,26.05%
2012/3/21,上汽集团(600104.XSHG),1300股,14.44,18772,2275,12.69,117,0股,17.67%
2012/3/21,名流置业(000667.XSHE),11500股,2.29,26335,861,2.22,0,0股,24.79%
2012/3/21,酒钢宏兴(600307.XSHG),5000股,4.19,20950,2816,3.63,-50,0股,19.72%
2012/3/21,兴蓉投资(000598.XSHE),1400股,8.53,11942,-938,9.2,168,0股,11.24%
2012/3/21,Cash,,,553.15,,,,,
2012/3/22,金融街(000402.XSHE),4400股,6.38,28072,1940.94,5.94,396,0股,26.31%
2012/3/22,上汽集团(600104.XSHG),1300股,14.52,18876,2379,12.69,104,0股,17.69%
2012/3/22,名流置业(000667.XSHE),11500股,2.31,26565,1091,2.22,230,0股,24.90%
2012/3/22,酒钢宏兴(600307.XSHG),5000股,4.16,20800,2666,3.63,-150,0股,19.50%
2012/3/22,兴蓉投资(000598.XSHE),1400股,8.44,11816,-1064,9.2,-126,0股,11.08%
2012/3/22,Cash,,,553.15,,,,,
2012/3/23,金融街(000402.XSHE),4400股,6.32,27808,1676.94,5.94,-264,0股,26.50%
2012/3/23,上汽集团(600104.XSHG),1300股,14.24,18512,2015,12.69,-364,0股,17.64%
2012/3/23,名流置业(000667.XSHE),11500股,2.27,26105,631,2.22,-460,0股,24.87%
2012/3/23,酒钢宏兴(600307.XSHG),5000股,4.09,20450,2316,3.63,-350,0股,19.49%
2012/3/23,兴蓉投资(000598.XSHE),1400股,8.23,11522,-1358,9.2,-294,0股,10.98%
2012/3/23,Cash,,,553.15,,,,,
2012/3/26,金融街(000402.XSHE),4100股,6.34,25994,1644.61,5.94,82,0股,24.84%
2012/3/26,上汽集团(600104.XSHG),1300股,14.11,18343,1846,12.69,-169,0股,17.53%
2012/3/26,名流置业(000667.XSHE),10700股,2.27,24289,587.1,2.22,0,0股,23.21%
2012/3/26,酒钢宏兴(600307.XSHG),4700股,4.11,19317,2271.04,3.63,94,0股,18.46%
2012/3/26,中炬高新(600872.XSHG),3400股,4.82,16388,-238,4.89,-238,3400股,15.66%
2012/3/26,Cash,,,326.71,,,,,
2012/3/27,金融街(000402.XSHE),4100股,6.39,26199,1849.61,5.94,205,0股,24.98%
2012/3/27,上汽集团(600104.XSHG),1300股,14.18,18434,1937,12.69,91,0股,17.57%
2012/3/27,名流置业(000667.XSHE),10700股,2.27,24289,587.1,2.22,0,0股,23.16%
2012/3/27,酒钢宏兴(600307.XSHG),4700股,4.09,19223,2177.04,3.63,-94,0股,18.33%
2012/3/27,中炬高新(600872.XSHG),3400股,4.83,16422,-204,4.89,34,0股,15.66%
2012/3/27,Cash,,,326.71,,,,,
2012/3/28,金融街(000402.XSHE),4100股,6.3,25830,1480.61,5.94,-369,0股,25.34%
2012/3/28,上汽集团(600104.XSHG),1300股,14.02,18226,1729,12.69,-208,0股,17.88%
2012/3/28,名流置业(000667.XSHE),10700股,2.19,23433,-268.9,2.22,-856,0股,22.99%
2012/3/28,酒钢宏兴(600307.XSHG),4700股,3.88,18236,1190.04,3.63,-987,0股,17.89%
2012/3/28,中炬高新(600872.XSHG),3400股,4.67,15878,-748,4.89,-544,0股,15.58%
2012/3/28,Cash,,,326.71,,,,,
2012/3/29,金融街(000402.XSHE),4100股,6.25,25625,1275.61,5.94,-205,0股,25.41%
2012/3/29,上汽集团(600104.XSHG),1300股,14.23,18499,2002,12.69,273,0股,18.35%
2012/3/29,名流置业(000667.XSHE),10700股,2.19,23433,-268.9,2.22,0,0股,23.24%
2012/3/29,酒钢宏兴(600307.XSHG),4700股,3.77,17719,673.04,3.63,-517,0股,17.57%
2012/3/29,中炬高新(600872.XSHG),3400股,4.48,15232,-1394,4.89,-646,0股,15.11%
2012/3/29,Cash,,,326.71,,,,,
2012/3/30,金融街(000402.XSHE),4100股,6.3,25830,1480.61,5.94,205,0股,25.30%
2012/3/30,上汽集团(600104.XSHG),1300股,14.83,19279,2782,12.69,780,0股,18.88%
2012/3/30,名流置业(000667.XSHE),10700股,2.2,23540,-161.9,2.22,107,0股,23.06%
2012/3/30,酒钢宏兴(600307.XSHG),4700股,3.8,17860,814.04,3.63,141,0股,17.49%
2012/3/30,中炬高新(600872.XSHG),3400股,4.49,15266,-1360,4.89,34,0股,14.95%
2012/3/30,Cash,,,326.71,,,,,
2012/4/5,金融街(000402.XSHE),4100股,6.41,26281,1931.61,5.94,451,0股,25.24%
2012/4/5,上汽集团(600104.XSHG),1300股,14.93,19409,2912,12.69,130,0股,18.64%
2012/4/5,名流置业(000667.XSHE),10700股,2.24,23968,266.1,2.22,428,0股,23.02%
2012/4/5,酒钢宏兴(600307.XSHG),4700股,3.88,18236,1190.04,3.63,376,0股,17.51%
2012/4/5,中炬高新(600872.XSHG),3400股,4.68,15912,-714,4.89,646,0股,15.28%
2012/4/5,Cash,,,326.71,,,,,
2012/4/6,金融街(000402.XSHE),4100股,6.53,26773,2423.61,5.94,492,0股,25.53%
2012/4/6,上汽集团(600104.XSHG),1300股,14.99,19487,2990,12.69,78,0股,18.58%
2012/4/6,名流置业(000667.XSHE),10700股,2.24,23968,266.1,2.22,0,0股,22.85%
2012/4/6,酒钢宏兴(600307.XSHG),4700股,3.91,18377,1331.04,3.63,141,0股,17.52%
2012/4/6,中炬高新(600872.XSHG),3400股,4.69,15946,-680,4.89,34,0股,15.20%
2012/4/6,Cash,,,326.71,,,,,
2012/4/9,金融街(000402.XSHE),4100股,6.34,25994,1644.61,5.94,-779,0股,25.06%
2012/4/9,上汽集团(600104.XSHG),1300股,14.65,19045,2548,12.69,-442,0股,18.36%
2012/4/9,名流置业(000667.XSHE),10700股,2.21,23647,-54.9,2.22,-321,0股,22.79%
2012/4/9,酒钢宏兴(600307.XSHG),4700股,3.96,18612,1566.04,3.63,235,0股,17.94%
2012/4/9,中炬高新(600872.XSHG),3400股,4.74,16116,-510,4.89,170,0股,15.53%
2012/4/9,Cash,,,326.71,,,,,
2012/4/10,金融街(000402.XSHE),4100股,6.35,26035,1685.61,5.94,41,0股,24.87%
2012/4/10,上汽集团(600104.XSHG),1300股,14.95,19435,2938,12.69,390,0股,18.57%
2012/4/10,名流置业(000667.XSHE),10700股,2.24,23968,266.1,2.22,321,0股,22.90%
2012/4/10,酒钢宏兴(600307.XSHG),4700股,3.97,18659,1613.04,3.63,47,0股,17.83%
2012/4/10,中炬高新(600872.XSHG),3400股,4.78,16252,-374,4.89,136,0股,15.53%
2012/4/10,Cash,,,326.71,,,,,
2012/4/11,金融街(000402.XSHE),4100股,6.4,26240,1890.61,5.94,205,0股,24.75%
2012/4/11,上汽集团(600104.XSHG),1300股,14.96,19448,2951,12.69,13,0股,18.35%
2012/4/11,名流置业(000667.XSHE),10700股,2.29,24503,801.1,2.22,535,0股,23.11%
2012/4/11,酒钢宏兴(600307.XSHG),4700股,3.97,18659,1613.04,3.63,0,0股,17.60%
2012/4/11,中炬高新(600872.XSHG),3400股,4.95,16830,204,4.89,578,0股,15.88%
2012/4/11,Cash,,,326.71,,,,,
2012/4/12,金融街(000402.XSHE),4100股,6.5,26650,2300.61,5.94,410,0股,24.82%
2012/4/12,上汽集团(600104.XSHG),1300股,15.11,19643,3146,12.69,195,0股,18.30%
2012/4/12,名流置业(000667.XSHE),10700股,2.33,24931,1229.1,2.22,428,0股,23.22%
2012/4/12,酒钢宏兴(600307.XSHG),4700股,4.01,18847,1801.04,3.63,188,0股,17.55%
2012/4/12,中炬高新(600872.XSHG),3400股,4.99,16966,340,4.89,136,0股,15.80%
2012/4/12,Cash,,,326.71,,,,,
2012/4/13,金融街(000402.XSHE),4100股,6.42,26322,1972.61,5.94,-328,0股,24.43%
2012/4/13,上汽集团(600104.XSHG),1300股,15.19,19747,3250,12.69,104,0股,18.33%
2012/4/13,名流置业(000667.XSHE),10700股,2.37,25359,1657.1,2.22,428,0股,23.53%
2012/4/13,酒钢宏兴(600307.XSHG),4700股,4.05,19035,1989.04,3.63,188,0股,17.66%
2012/4/13,中炬高新(600872.XSHG),3400股,4.99,16966,340,4.89,0,0股,15.74%
2012/4/13,Cash,,,326.71,,,,,
2012/4/16,金融街(000402.XSHE),4100股,6.37,26117,1767.61,5.94,-205,0股,23.91%
2012/4/16,上汽集团(600104.XSHG),1300股,15.45,20085,3588,12.69,338,0股,18.39%
2012/4/16,名流置业(000667.XSHE),10700股,2.38,25466,1764.1,2.22,107,0股,23.32%
2012/4/16,酒钢宏兴(600307.XSHG),4700股,4.05,19035,1989.04,3.63,0,0股,17.43%
2012/4/16,中炬高新(600872.XSHG),3400股,5.35,18190,1564,4.89,1224,0股,16.65%
2012/4/16,Cash,,,326.71,,,,,
2012/4/17,金融街(000402.XSHE),4100股,6.26,25666,1316.61,5.94,-451,0股,24.02%
2012/4/17,上汽集团(600104.XSHG),1300股,15.25,19825,3328,12.69,-260,0股,18.55%
2012/4/17,名流置业(000667.XSHE),10700股,2.32,24824,1122.1,2.22,-642,0股,23.23%
2012/4/17,酒钢宏兴(600307.XSHG),4700股,4.01,18847,1801.04,3.63,-188,0股,17.64%
2012/4/17,中炬高新(600872.XSHG),3400股,5.11,17374,748,4.89,-816,0股,16.26%
2012/4/17,Cash,,,326.71,,,,,
2012/4/18,金融街(000402.XSHE),4100股,6.44,26404,2054.61,5.94,738,0股,24.26%
2012/4/18,上汽集团(600104.XSHG),1300股,15.53,20189,3692,12.69,364,0股,18.55%
2012/4/18,名流置业(000667.XSHE),10700股,2.36,25252,1550.1,2.22,428,0股,23.20%
2012/4/18,酒钢宏兴(600307.XSHG),4700股,4.05,19035,1989.04,3.63,188,0股,17.49%
2012/4/18,中炬高新(600872.XSHG),3400股,5.19,17646,1020,4.89,272,0股,16.21%
2012/4/18,Cash,,,326.71,,,,,
2012/4/19,金融街(000402.XSHE),4100股,6.38,26158,1808.61,5.94,-246,0股,24.31%
2012/4/19,上汽集团(600104.XSHG),1300股,15.29,19877,3380,12.69,-312,0股,18.47%
2012/4/19,名流置业(000667.XSHE),10900股,2.33,25397,1223.1,2.22,-327,200股,23.60%
2012/4/19,中炬高新(600872.XSHG),3400股,5.12,17408,782,4.89,-238,0股,16.18%
2012/4/19,合兴包装(002228.XSHE),3100股,5.93,18383,-31,5.94,-31,3100股,17.08%
2012/4/19,Cash,,,393.5,,,,,
2012/4/20,金融街(000402.XSHE),4100股,6.44,26404,2054.61,5.94,246,0股,24.15%
2012/4/20,上汽集团(600104.XSHG),1300股,15.39,20007,3510,12.69,130,0股,18.30%
2012/4/20,名流置业(000667.XSHE),10900股,2.38,25942,1768.1,2.22,545,0股,23.72%
2012/4/20,中炬高新(600872.XSHG),3400股,5.34,18156,1530,4.89,748,0股,16.60%
2012/4/20,合兴包装(002228.XSHE),3100股,5.95,18445,31,5.94,62,0股,16.87%
2012/4/20,Cash,,,393.5,,,,,
2012/4/23,金融街(000402.XSHE),4100股,6.38,26158,1808.61,5.94,-246,0股,24.14%
2012/4/23,上汽集团(600104.XSHG),1300股,15.11,19643,3146,12.69,-364,0股,18.13%
2012/4/23,名流置业(000667.XSHE),10900股,2.36,25724,1550.1,2.22,-218,0股,23.74%
2012/4/23,中炬高新(600872.XSHG),3400股,5.37,18258,1632,4.89,102,0股,16.85%
2012/4/23,合兴包装(002228.XSHE),3100股,5.86,18166,-248,5.94,-279,0股,16.77%
2012/4/23,Cash,,,393.5,,,,,
2012/4/24,金融街(000402.XSHE),4100股,6.39,26199,1849.61,5.94,41,0股,24.02%
2012/4/24,上汽集团(600104.XSHG),1300股,15.18,19734,3237,12.69,91,0股,18.09%
2012/4/24,名流置业(000667.XSHE),10900股,2.39,26051,1877.1,2.22,327,0股,23.88%
2012/4/24,中炬高新(600872.XSHG),3400股,5.55,18870,2244,4.89,612,0股,17.30%
2012/4/24,合兴包装(002228.XSHE),3100股,5.75,17825,-589,5.94,-341,0股,16.34%
2012/4/24,Cash,,,393.5,,,,,
2012/4/25,金融街(000402.XSHE),4100股,6.69,27429,3079.61,5.94,1230,0股,24.34%
2012/4/25,上汽集团(600104.XSHG),1300股,15.36,19968,3471,12.69,234,0股,17.72%
2012/4/25,名流置业(000667.XSHE),10900股,2.47,26923,2749.1,2.22,872,0股,23.89%
2012/4/25,中炬高新(600872.XSHG),3400股,5.87,19958,3332,4.89,1088,0股,17.71%
2012/4/25,合兴包装(002228.XSHE),3100股,5.81,18011,-403,5.94,186,0股,15.98%
2012/4/25,Cash,,,393.5,,,,,
2012/4/26,金融街(000402.XSHE),4100股,6.71,27511,3161.61,5.94,82,0股,24.81%
2012/4/26,上汽集团(600104.XSHG),1300股,15.2,19760,3263,12.69,-208,0股,17.82%
2012/4/26,名流置业(000667.XSHE),10900股,2.42,26378,2204.1,2.22,-545,0股,23.79%
2012/4/26,中炬高新(600872.XSHG),3400股,5.58,18972,2346,4.89,-986,0股,17.11%
2012/4/26,合兴包装(002228.XSHE),3100股,5.77,17887,-527,5.94,-124,0股,16.13%
2012/4/26,Cash,,,393.5,,,,,
2012/4/27,金融街(000402.XSHE),4100股,6.73,27593,3243.61,5.94,82,0股,25.05%
2012/4/27,上汽集团(600104.XSHG),1300股,15.38,19994,3497,12.69,234,0股,18.15%
2012/4/27,名流置业(000667.XSHE),10900股,2.42,26378,2204.1,2.22,0,0股,23.95%
2012/4/27,中炬高新(600872.XSHG),3400股,5.3,18020,1394,4.89,-952,0股,16.36%
2012/4/27,合兴包装(002228.XSHE),3100股,5.73,17763,-651,5.94,-124,0股,16.13%
2012/4/27,Cash,,,393.5,,,,,
2012/5/2,金融街(000402.XSHE),4100股,6.85,28085,3735.61,5.94,492,0股,25.14%
2012/5/2,上汽集团(600104.XSHG),1300股,15.95,20735,4238,12.69,741,0股,18.56%
2012/5/2,名流置业(000667.XSHE),10900股,2.43,26487,2313.1,2.22,109,0股,23.71%
2012/5/2,中炬高新(600872.XSHG),3400股,5.31,18054,1428,4.89,34,0股,16.16%
2012/5/2,合兴包装(002228.XSHE),3100股,5.79,17949,-465,5.94,186,0股,16.07%
2012/5/2,Cash,,,393.5,,,,,
2012/5/3,金融街(000402.XSHE),4100股,6.82,27962,3612.61,5.94,-123,0股,25.09%
2012/5/3,上汽集团(600104.XSHG),1300股,16.02,20826,4329,12.69,91,0股,18.69%
2012/5/3,名流置业(000667.XSHE),10900股,2.37,25833,1659.1,2.22,-654,0股,23.18%
2012/5/3,中炬高新(600872.XSHG),3400股,5.41,18394,1768,4.89,340,0股,16.50%
2012/5/3,合兴包装(002228.XSHE),3100股,5.82,18042,-372,5.94,93,0股,16.19%
2012/5/3,Cash,,,393.5,,,,,
2012/5/4,金融街(000402.XSHE),4100股,6.87,28167,3817.61,5.94,205,0股,25.13%
2012/5/4,上汽集团(600104.XSHG),1300股,16.09,20917,4420,12.69,91,0股,18.66%
2012/5/4,名流置业(000667.XSHE),10900股,2.38,25942,1768.1,2.22,109,0股,23.14%
2012/5/4,中炬高新(600872.XSHG),3400股,5.39,18326,1700,4.89,-68,0股,16.35%
2012/5/4,合兴包装(002228.XSHE),3100股,5.92,18352,-62,5.94,310,0股,16.37%
2012/5/4,Cash,,,393.5,,,,,
2012/5/7,金融街(000402.XSHE),4100股,6.91,28331,3981.61,5.94,164,0股,25.20%
2012/5/7,上汽集团(600104.XSHG),1300股,16.19,21047,4550,12.69,130,0股,18.72%
2012/5/7,名流置业(000667.XSHE),10900股,2.37,25833,1659.1,2.22,-109,0股,22.98%
2012/5/7,中炬高新(600872.XSHG),3400股,5.46,18564,1938,4.89,238,0股,16.51%
2012/5/7,合兴包装(002228.XSHE),3100股,5.89,18259,-155,5.94,-93,0股,16.24%
2012/5/7,Cash,,,393.5,,,,,
2012/5/8,金融街(000402.XSHE),4100股,6.91,28331,3981.61,5.94,0,0股,25.37%
2012/5/8,上汽集团(600104.XSHG),1300股,16,20800,4303,12.69,-247,0股,18.63%
2012/5/8,名流置业(000667.XSHE),10900股,2.35,25615,1441.1,2.22,-218,0股,22.94%
2012/5/8,中炬高新(600872.XSHG),3400股,5.36,18224,1598,4.89,-340,0股,16.32%
2012/5/8,合兴包装(002228.XSHE),3100股,5.9,18290,-124,5.94,31,0股,16.38%
2012/5/8,Cash,,,393.5,,,,,
2012/5/9,金融街(000402.XSHE),4100股,6.69,27429,3079.61,5.94,-902,0股,24.85%
2012/5/9,上汽集团(600104.XSHG),1300股,15.53,20189,3692,12.69,-611,0股,18.29%
2012/5/9,名流置业(000667.XSHE),10900股,2.35,25615,1441.1,2.22,0,0股,23.21%
2012/5/9,中炬高新(600872.XSHG),3400股,5.23,17782,1156,4.89,-442,0股,16.11%
2012/5/9,合兴包装(002228.XSHE),3100股,6.12,18972,558,5.94,682,0股,17.19%
2012/5/9,Cash,,,393.5,,,,,
2012/5/10,金融街(000402.XSHE),4100股,6.76,27716,3366.61,5.94,287,0股,25.20%
2012/5/10,上汽集团(600104.XSHG),1300股,15.49,20137,3640,12.69,-52,0股,18.31%
2012/5/10,名流置业(000667.XSHE),10900股,2.31,25179,1005.1,2.22,-436,0股,22.90%
2012/5/10,中炬高新(600872.XSHG),3400股,5.23,17782,1156,4.89,0,0股,16.17%
2012/5/10,合兴包装(002228.XSHE),3100股,6.05,18755,341,5.94,-217,0股,17.06%
2012/5/10,Cash,,,393.5,,,,,
2012/5/11,金融街(000402.XSHE),4100股,6.68,27388,3038.61,5.94,-328,0股,25.08%
2012/5/11,上汽集团(600104.XSHG),1300股,15.29,19877,3380,12.69,-260,0股,18.20%
2012/5/11,名流置业(000667.XSHE),10900股,2.32,25288,1114.1,2.22,109,0股,23.16%
2012/5/11,中炬高新(600872.XSHG),3400股,5.23,17782,1156,4.89,0,0股,16.28%
2012/5/11,合兴包装(002228.XSHE),3100股,5.96,18476,62,5.94,-279,0股,16.92%
2012/5/11,Cash,,,393.5,,,,,
2012/5/14,金融街(000402.XSHE),4100股,6.66,27306,2956.61,5.94,-82,0股,25.09%
2012/5/14,上汽集团(600104.XSHG),1300股,15.45,20085,3588,12.69,208,0股,18.46%
2012/5/14,名流置业(000667.XSHE),10900股,2.33,25397,1223.1,2.22,109,0股,23.34%
2012/5/14,中炬高新(600872.XSHG),3400股,5.11,17374,748,4.89,-408,0股,15.97%
2012/5/14,合兴包装(002228.XSHE),3100股,5.89,18259,-155,5.94,-217,0股,16.78%
2012/5/14,Cash,,,393.5,,,,,
2012/5/15,金融街(000402.XSHE),4100股,6.8,27880,3530.61,5.94,574,0股,25.80%
2012/5/15,上汽集团(600104.XSHG),1300股,15.22,19786,3289,12.69,-299,0股,18.31%
2012/5/15,名流置业(000667.XSHE),10900股,2.29,24961,787.1,2.22,-436,0股,23.10%
2012/5/15,中炬高新(600872.XSHG),3400股,5.05,17170,544,4.89,-204,0股,15.89%
2012/5/15,合兴包装(002228.XSHE),3100股,5.77,17887,-527,5.94,-372,0股,16.55%
2012/5/15,Cash,,,393.5,,,,,
2012/5/16,金融街(000402.XSHE),4100股,6.64,27224,2874.61,5.94,-656,0股,25.57%
2012/5/16,上汽集团(600104.XSHG),1300股,15.13,19669,3172,12.69,-117,0股,18.48%
2012/5/16,名流置业(000667.XSHE),10900股,2.27,24743,569.1,2.22,-218,0股,23.24%
2012/5/16,中炬高新(600872.XSHG),3400股,4.93,16762,136,4.89,-408,0股,15.74%
2012/5/16,合兴包装(002228.XSHE),3100股,5.7,17670,-744,5.94,-217,0股,16.60%
2012/5/16,Cash,,,393.5,,,,,
2012/5/17,金融街(000402.XSHE),4100股,6.7,27470,3120.61,5.94,246,0股,25.40%
2012/5/17,上汽集团(600104.XSHG),1300股,15.47,20111,3614,12.69,442,0股,18.60%
2012/5/17,名流置业(000667.XSHE),10900股,2.31,25179,1005.1,2.22,436,0股,23.28%
2012/5/17,中炬高新(600872.XSHG),3400股,5.05,17170,544,4.89,408,0股,15.88%
2012/5/17,合兴包装(002228.XSHE),3100股,5.75,17825,-589,5.94,155,0股,16.48%
2012/5/17,Cash,,,393.5,,,,,
2012/5/18,金融街(000402.XSHE),4100股,6.6,27060,2710.61,5.94,-410,0股,25.36%
2012/5/18,上汽集团(600104.XSHG),1300股,15.18,19734,3237,12.69,-377,0股,18.50%
2012/5/18,名流置业(000667.XSHE),10900股,2.28,24852,678.1,2.22,-327,0股,23.29%
2012/5/18,中炬高新(600872.XSHG),3400股,5.05,17170,544,4.89,0,0股,16.09%
2012/5/18,合兴包装(002228.XSHE),3100股,5.64,17484,-930,5.94,-341,0股,16.39%
2012/5/18,Cash,,,393.5,,,,,
2012/5/21,金融街(000402.XSHE),4100股,6.61,27101,2751.61,5.94,41,0股,25.50%
2012/5/21,上汽集团(600104.XSHG),1300股,15.12,19656,3159,12.69,-78,0股,18.49%
2012/5/21,名流置业(000667.XSHE),10900股,2.3,25070,896.1,2.22,218,0股,23.59%
2012/5/21,中炬高新(600872.XSHG),3400股,4.92,16728,102,4.89,-442,0股,15.74%
2012/5/21,合兴包装(002228.XSHE),3100股,5.59,17329,-1085,5.94,-155,0股,16.31%
2012/5/21,Cash,,,393.5,,,,,
2012/5/22,金融街(000402.XSHE),4100股,6.75,27675,3325.61,5.94,574,0股,25.67%
2012/5/22,上汽集团(600104.XSHG),1300股,15.29,19877,3380,12.69,221,0股,18.44%
2012/5/22,名流置业(000667.XSHE),10900股,2.32,25288,1114.1,2.22,218,0股,23.45%
2012/5/22,中炬高新(600872.XSHG),3400股,5.03,17102,476,4.89,374,0股,15.86%
2012/5/22,合兴包装(002228.XSHE),3100股,5.64,17484,-930,5.94,155,0股,16.22%
2012/5/22,Cash,,,393.5,,,,,
2012/5/23,金融街(000402.XSHE),4100股,6.75,27675,3325.61,5.94,0,0股,25.69%
2012/5/23,上汽集团(600104.XSHG),1300股,15.28,19864,3367,12.69,-13,0股,18.44%
2012/5/23,名流置业(000667.XSHE),10900股,2.31,25179,1005.1,2.22,-109,0股,23.37%
2012/5/23,中炬高新(600872.XSHG),3400股,5.04,17136,510,4.89,34,0股,15.91%
2012/5/23,合兴包装(002228.XSHE),3100股,5.64,17484,-930,5.94,0,0股,16.23%
2012/5/23,Cash,,,393.5,,,,,
2012/5/24,金融街(000402.XSHE),4100股,6.7,27470,3120.61,5.94,-205,0股,25.54%
2012/5/24,上汽集团(600104.XSHG),1300股,15.28,19864,3367,12.69,0,0股,18.47%
2012/5/24,名流置业(000667.XSHE),10900股,2.29,24961,787.1,2.22,-218,0股,23.21%
2012/5/24,中炬高新(600872.XSHG),3400股,5.16,17544,918,4.89,408,0股,16.31%
2012/5/24,合兴包装(002228.XSHE),3100股,5.59,17329,-1085,5.94,-155,0股,16.11%
2012/5/24,Cash,,,393.5,,,,,
2012/5/25,金融街(000402.XSHE),4100股,6.69,27429,3079.61,5.94,-41,0股,25.84%
2012/5/25,上汽集团(600104.XSHG),1300股,14.77,19201,2704,12.69,-663,0股,18.09%
2012/5/25,名流置业(000667.XSHE),10900股,2.27,24743,569.1,2.22,-218,0股,23.31%
2012/5/25,中炬高新(600872.XSHG),3400股,5.08,17272,646,4.89,-272,0股,16.27%
2012/5/25,合兴包装(002228.XSHE),3100股,5.52,17112,-1302,5.94,-217,0股,16.12%
2012/5/25,Cash,,,393.5,,,,,
2012/5/28,金融街(000402.XSHE),4100股,6.88,28208,3858.61,5.94,779,0股,26.05%
2012/5/28,上汽集团(600104.XSHG),1300股,15.54,20202,3705,12.69,1001,0股,18.65%
2012/5/28,名流置业(000667.XSHE),10900股,2.28,24852,678.1,2.22,109,0股,22.95%
2012/5/28,中炬高新(600872.XSHG),3400股,5.11,17374,748,4.89,102,0股,16.04%
2012/5/28,合兴包装(002228.XSHE),3100股,5.57,17267,-1147,5.94,155,0股,15.94%
2012/5/28,Cash,,,393.5,,,,,
2012/5/29,金融街(000402.XSHE),4100股,7.04,28864,4514.61,5.94,656,0股,26.27%
2012/5/29,上汽集团(600104.XSHG),1300股,15.65,20345,3848,12.69,143,0股,18.52%
2012/5/29,名流置业(000667.XSHE),10900股,2.32,25288,1114.1,2.22,436,0股,23.02%
2012/5/29,中炬高新(600872.XSHG),3400股,5.16,17544,918,4.89,170,0股,15.97%
2012/5/29,合兴包装(002228.XSHE),3100股,5.54,17174,-930,5.84,217,0股,15.63%
2012/5/29,Cash,,,641.5,,,,,
2012/5/30,金融街(000402.XSHE),4100股,7.15,29315,4965.61,5.94,451,0股,26.51%
2012/5/30,上汽集团(600104.XSHG),1300股,15.76,20488,3991,12.69,143,0股,18.53%
2012/5/30,名流置业(000667.XSHE),10900股,2.33,25397,1223.1,2.22,109,0股,22.96%
2012/5/30,中炬高新(600872.XSHG),3400股,5.16,17544,918,4.89,0,0股,15.86%
2012/5/30,合兴包装(002228.XSHE),3100股,5.55,17205,-899,5.84,31,0股,15.56%
2012/5/30,Cash,,,641.5,,,,,
2012/5/31,金融街(000402.XSHE),4100股,7.08,29028,4678.61,5.94,-287,0股,26.39%
2012/5/31,上汽集团(600104.XSHG),1300股,15.72,20436,3939,12.69,-52,0股,18.58%
